;name;qid;measure;value
261;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));130510;map;0.8718171779207861
278;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));131843;map;0.33203608757511227
300;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));146187;map;0.6985385643743595
273;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));148538;map;0.21784947490660034
258;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));156493;map;0.8195161051402685
264;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));168216;map;0.8504716692409572
297;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));182539;map;0.8230906397266494
283;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));183378;map;0.5201002391251424
294;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));19335;map;0.2954479010367839
281;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));207786;map;0.5141232874041798
269;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));264014;map;0.5026741941322542
275;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));359349;map;0.4947058703143478
296;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));405717;map;0.3225376238188225
289;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));443396;map;0.055765707451833214
274;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));451602;map;0.150266005320646
295;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));47923;map;0.38022610647365707
262;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));489204;map;0.021594828217791278
286;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));490595;map;0.44101960961209724
266;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));527433;map;0.11526835852299001
263;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));573724;map;0.6116952172711816
280;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));833860;map;0.4545231553802042
292;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));855410;map;0.8875
288;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));87181;map;0.6742566495049133
291;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));87452;map;0.3569102584885199
268;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));915593;map;0.33875150763921985
271;Compose(BR(BM25), FUnion(BR(Tf), FUnion(BR(PL2), BR(TF_IDF))));962179;map;0.5905688194779344
